ano,mes,sigla_uf,tipo_consumo,numero_consumidores,consumo
2004,1,PI,Cativo,,131052
2004,1,PB,Cativo,,236448
2004,1,DF,Cativo,,296041
2004,1,CE,Cativo,,518714
2004,1,SP,Cativo,,6987562
2004,1,GO,Cativo,,618445
2004,1,PR,Cativo,,1424057
2004,1,AM,Cativo,,274773
2004,1,PE,Cativo,,630980
2004,1,RN,Cativo,,258748
2004,1,MT,Cativo,,287657
2004,1,SE,Cativo,,170127
2004,1,PA,Cativo,,998415
2004,1,RO,Cativo,,112812
2004,1,AL,Cativo,,285489
2004,1,AC,Cativo,,34840
2004,1,RS,Cativo,,1628094
2004,1,MA,Cativo,,737033
2004,2,PI,Cativo,,110758
2004,2,PB,Cativo,,226289
2004,2,AL,Cativo,,266555
2004,2,RR,Cativo,,30802
2004,2,SE,Cativo,,164452
2004,2,TO,Cativo,,63306
2004,2,PE,Cativo,,600074
2004,2,DF,Cativo,,267122
2004,2,AC,Cativo,,33050
2004,2,CE,Cativo,,469181
2004,2,GO,Cativo,,591848
2004,2,SC,Cativo,,1210231
2004,2,MS,Cativo,,256437
2004,2,SP,Cativo,,6831454
2004,2,RJ,Cativo,,2314951
2004,2,PR,Cativo,,1474197
2004,2,RS,Cativo,,1824338
2004,2,AM,Cativo,,278429
2004,2,MA,Cativo,,694591
2004,2,PA,Cativo,,948437
2004,2,BA,Cativo,,1259733
2004,2,MT,Cativo,,291449
2004,2,MG,Cativo,,2601534
2004,2,RO,Cativo,,105806
2004,2,ES,Cativo,,465174
2004,2,AP,Cativo,,28944
2004,2,RN,Cativo,,223838
2004,3,RO,Cativo,,106668
2004,3,PE,Cativo,,641132
2004,3,MS,Cativo,,258721
2004,3,RR,Cativo,,30275
2004,3,CE,Cativo,,508966
2004,3,PR,Cativo,,1471008
2004,3,DF,Cativo,,281258
2004,3,GO,Cativo,,612926
2004,3,RS,Cativo,,1788563
2004,3,AC,Cativo,,33858
2004,3,AP,Cativo,,42451
2004,3,PI,Cativo,,112344
2004,3,ES,Cativo,,472788
2004,3,MT,Cativo,,329305
2004,3,PA,Cativo,,997574
2004,3,SE,Cativo,,176304
2004,3,SC,Cativo,,1269220
2004,3,PB,Cativo,,242215
2004,3,BA,Cativo,,1300584
2004,3,RN,Cativo,,247102
2004,3,MG,Cativo,,2635573
2004,3,MA,Cativo,,743086
2004,3,SP,Cativo,,7058968
2004,3,TO,Cativo,,67551
2004,3,RJ,Cativo,,2251157
2004,3,AM,Cativo,,270420
2004,3,AL,Cativo,,259855
2004,4,MT,Cativo,,346013
2004,4,RO,Cativo,,107580
2004,4,PE,Cativo,,659200
2004,4,SP,Cativo,,7419594
2004,4,MG,Cativo,,2693060
2004,4,DF,Cativo,,304543
2004,4,RR,Cativo,,33035
2004,4,PA,Cativo,,1009255
2004,4,RN,Cativo,,254830
2004,4,AC,Cativo,,34961
2004,4,TO,Cativo,,71774
2004,4,GO,Cativo,,633504
2004,4,PI,Cativo,,123168
2004,4,MA,Cativo,,728379
2004,4,ES,Cativo,,461347
2004,4,PB,Cativo,,235364
2004,4,AM,Cativo,,279044
2004,4,CE,Cativo,,523200
2004,4,AL,Cativo,,289626
2004,4,RS,Cativo,,1813423
2004,4,SE,Cativo,,181489
2004,4,PR,Cativo,,1512897
2004,4,SC,Cativo,,1187222
2004,4,AP,Cativo,,40234
2004,4,BA,Cativo,,1322590
2004,4,RJ,Cativo,,2273898
2004,4,MS,Cativo,,272649
2004,5,RS,Cativo,,1686516
2004,5,AP,Cativo,,38522
2004,5,ES,Cativo,,449853
2004,5,SP,Cativo,,6828920
2004,5,GO,Cativo,,642521
2004,5,PB,Cativo,,234298
2004,5,AL,Cativo,,284219
2004,5,SE,Cativo,,161165
2004,5,PI,Cativo,,121261
2004,5,SC,Cativo,,1193066
2004,5,RR,Cativo,,28944
2004,5,RO,Cativo,,112115
2004,5,MA,Cativo,,751060
2004,5,DF,Cativo,,299765
2004,5,TO,Cativo,,74458
2004,5,RJ,Cativo,,2167121
2004,5,AC,Cativo,,29766
2004,5,PR,Cativo,,1470973
2004,5,MT,Cativo,,324059
2004,5,MG,Cativo,,2727245
2004,5,PA,Cativo,,1032714
2004,5,MS,Cativo,,247916
2004,5,CE,Cativo,,501515
2004,5,PE,Cativo,,621476
2004,5,AM,Cativo,,283866
2004,5,RN,Cativo,,248204
2004,5,BA,Cativo,,1343159
2004,6,PI,Cativo,,122482
2004,6,SP,Cativo,,6837302
2004,6,MT,Cativo,,310092
2004,6,BA,Cativo,,1334970
2004,6,GO,Cativo,,674871
2004,6,MS,Cativo,,229667
2004,6,DF,Cativo,,287913
2004,6,RO,Cativo,,107816
2004,6,CE,Cativo,,511009
2004,6,RN,Cativo,,253237
2004,6,PE,Cativo,,614521
2004,6,RS,Cativo,,1610866
2004,6,ES,Cativo,,448891
2004,6,AC,Cativo,,32048
2004,6,SE,Cativo,,158159
2004,6,RJ,Cativo,,2010683
2004,6,RR,Cativo,,29531
2004,6,PB,Cativo,,236512
2004,6,AP,Cativo,,41854
2004,6,PR,Cativo,,1440414
2004,6,SC,Cativo,,1131653
2004,6,MA,Cativo,,730461
2004,6,MG,Cativo,,2782422
2004,6,AM,Cativo,,285251
2004,6,PA,Cativo,,503438
2004,6,TO,Cativo,,77738
2004,6,AL,Cativo,,284384
2004,7,AM,Cativo,,295884
2004,7,MS,Cativo,,227011
2004,7,AC,Cativo,,33659
2004,7,TO,Cativo,,74534
2004,7,PB,Cativo,,235539
2004,7,RO,Cativo,,108589
2004,7,SC,Cativo,,1155438
2004,7,PA,Cativo,,500297
2004,7,GO,Cativo,,675815
2004,7,PE,Cativo,,588732
2004,7,RJ,Cativo,,2069511
2004,7,PI,Cativo,,120148
2004,7,AL,Cativo,,282241
2004,7,ES,Cativo,,448522
2004,7,RN,Cativo,,237892
2004,7,MG,Cativo,,2716904
2004,7,RR,Cativo,,28212
2004,7,MT,Cativo,,334082
2004,7,SP,Cativo,,6899440
2004,7,CE,Cativo,,495416
2004,7,PR,Cativo,,1431594
2004,7,DF,Cativo,,296532
2004,7,AP,Cativo,,40924
2004,7,MA,Cativo,,241475
2004,7,SE,Cativo,,163197
2004,7,RS,Cativo,,1612216
2004,7,BA,Cativo,,1333209
2004,8,GO,Cativo,,703050
2004,8,RN,Cativo,,250577
2004,8,PR,Cativo,,1467660
2004,8,MT,Cativo,,325028
2004,8,MA,Cativo,,253642
2004,8,AP,Cativo,,41429
2004,8,BA,Cativo,,1308707
2004,8,AM,Cativo,,296649
2004,8,MG,Cativo,,2765183
2004,8,RJ,Cativo,,2037626
2004,8,SE,Cativo,,157829
2004,8,SC,Cativo,,1160341
2004,8,RR,Cativo,,28722
2004,8,ES,Cativo,,449021
2004,8,DF,Cativo,,291779
2004,8,RO,Cativo,,110858
2004,8,CE,Cativo,,531184
2004,8,PE,Cativo,,599958
2004,8,AC,Cativo,,34837
2004,8,PI,Cativo,,123974
2004,8,RS,Cativo,,1610385
2004,8,MS,Cativo,,245455
2004,8,PA,Cativo,,556602
2004,8,PB,Cativo,,233748
2004,8,SP,Cativo,,6903139
2004,8,TO,Cativo,,78675
2004,8,AL,Cativo,,281415
2004,9,CE,Cativo,,564012
2004,9,AC,Cativo,,36879
2004,9,PA,Cativo,,508455
2004,9,SE,Cativo,,161202
2004,9,PE,Cativo,,649710
2004,9,PI,Cativo,,135732
2004,9,MS,Cativo,,249486
2004,9,GO,Cativo,,738378
2004,9,DF,Cativo,,317084
2004,9,MG,Cativo,,2858061
2004,9,PB,Cativo,,245145
2004,9,ES,Cativo,,465981
2004,9,SC,Cativo,,1139107
2004,9,RS,Cativo,,1595462
2004,9,RR,Cativo,,29796
2004,9,TO,Cativo,,82175
2004,9,RJ,Cativo,,2139733
2004,9,MT,Cativo,,347928
2004,9,RN,Cativo,,253658
2004,9,SP,Cativo,,7069365
2004,9,BA,Cativo,,1343318
2004,9,AP,Cativo,,44138
2004,9,MA,Cativo,,257092
2004,9,PR,Cativo,,1489696
2004,9,AM,Cativo,,308616
2004,9,RO,Cativo,,116058
2004,9,AL,Cativo,,279917
2004,10,MG,Cativo,,2797340
2004,10,RN,Cativo,,264005
2004,10,RR,Cativo,,31634
2004,10,AC,Cativo,,36948
2004,10,SP,Cativo,,7210172
2004,10,DF,Cativo,,318078
2004,10,PE,Cativo,,650709
2004,10,AM,Cativo,,319945
2004,10,MS,Cativo,,255724
2004,10,GO,Cativo,,733882
2004,10,PI,Cativo,,134046
2004,10,AL,Cativo,,290729
2004,10,TO,Cativo,,77895
2004,10,ES,Cativo,,484343
2004,10,MT,Cativo,,346373
2004,10,PA,Cativo,,511844
2004,10,RJ,Cativo,,2186087
2004,10,CE,Cativo,,553697
2004,10,PB,Cativo,,235224
2004,10,AP,Cativo,,46695
2004,10,SC,Cativo,,1135014
2004,10,RS,Cativo,,1556103
2004,10,RO,Cativo,,120268
2004,10,SE,Cativo,,164118
2004,10,MA,Cativo,,254396
2004,10,BA,Cativo,,1375877
2004,10,PR,Cativo,,1443708
2004,11,MS,Cativo,,250017
2004,11,RR,Cativo,,33054
2004,11,MT,Cativo,,326945
2004,11,MG,Cativo,,2794368
2004,11,PI,Cativo,,138289
2004,11,RJ,Cativo,,2213068
2004,11,DF,Cativo,,299605
2004,11,BA,Cativo,,1382323
2004,11,RS,Cativo,,1602281
2004,11,TO,Cativo,,74206
2004,11,AL,Cativo,,289596
2004,11,PB,Cativo,,238462
2004,11,GO,Cativo,,632712
2004,11,SC,Cativo,,1157708
2004,11,SE,Cativo,,174599
2004,11,SP,Cativo,,7027732
2004,11,MA,Cativo,,253468
2004,11,ES,Cativo,,480238
2004,11,RO,Cativo,,119959
2004,11,PA,Cativo,,534666
2004,11,RN,Cativo,,281877
2004,11,AM,Cativo,,310684
2004,11,AC,Cativo,,38066
2004,11,AP,Cativo,,46641
2004,11,PE,Cativo,,668430
2004,11,PR,Cativo,,1459947
2004,11,CE,Cativo,,575825
2004,12,PI,Cativo,,132442
2004,12,SE,Cativo,,178045
2004,12,ES,Cativo,,477636
2004,12,RN,Cativo,,289011
2004,12,SP,Cativo,,6949221
2004,12,AM,Cativo,,321545
2004,12,PA,Cativo,,536063
2004,12,CE,Cativo,,575617
2004,12,RS,Cativo,,1756389
2004,12,PB,Cativo,,241035
2004,12,MS,Cativo,,264442
2004,12,RJ,Cativo,,2303692
2004,12,MT,Cativo,,320353
2004,12,PE,Cativo,,693653
2004,12,SC,Cativo,,1158418
2004,12,RR,Cativo,,34181
2004,12,DF,Cativo,,310315
2004,12,BA,Cativo,,1396882
2004,12,GO,Cativo,,641850
2004,12,MA,Cativo,,248347
2004,12,PR,Cativo,,1448839
2004,12,MG,Cativo,,2669146
2004,12,AL,Cativo,,296464
2004,12,AP,Cativo,,46518
2004,12,AC,Cativo,,36879
2004,12,RO,Cativo,,116378
2004,12,TO,Cativo,,74505
2004,1,RN,Outros,40857,69617
2004,1,SP,Outros,311650,937538
2004,1,MS,Outros,56881,67601
2004,1,SC,Outros,226165,209380
2004,1,RJ,Outros,70634,416128
2004,1,TO,Outros,21884,19993
2004,1,CE,Outros,279048,118826
2004,1,MG,Outros,472339,375155
2004,1,BA,Outros,212682,215666
2004,1,PA,Outros,26732,75448
2004,1,PE,Outros,153387,129796
2004,1,AL,Outros,14543,48286
2004,1,PI,Outros,33299,35075
2004,1,RR,Outros,4827,8262
2004,1,AP,Outros,2184,5939
2004,1,RS,Outros,306617,394582
2004,1,AM,Outros,10118,47019
2004,1,SE,Outros,17164,35046
2004,1,RO,Outros,57402,25659
2004,1,PR,Outros,365859,258662
2004,1,MA,Outros,53151,49767
2004,1,GO,Outros,140452,127096
2004,1,AC,Outros,9943,9428
2004,1,ES,Outros,122075,78392
2004,1,MT,Outros,62843,60445
2004,1,DF,Outros,11952,73881
2004,1,PB,Outros,71664,51293
2004,2,CE,Outros,280795,99069
2004,2,PB,Outros,72098,45369
2004,2,MT,Outros,63261,59898
2004,2,MA,Outros,53812,46753
2004,2,PI,Outros,33320,30987
2004,2,PE,Outros,153009,112712
2004,2,PA,Outros,29030,78653
2004,2,ES,Outros,122491,74526
2004,2,RS,Outros,310737,427055
2004,2,RO,Outros,57865,25126
2004,2,SE,Outros,17247,32032
2004,2,PR,Outros,366311,268464
2004,2,MS,Outros,56949,70722
2004,2,RN,Outros,40881,54005
2004,2,AC,Outros,10041,9189
2004,2,SP,Outros,313264,875586
2004,2,GO,Outros,140932,119973
2004,2,MG,Outros,479294,339603
2004,2,SC,Outros,226788,206976
2004,2,RR,Outros,4864,8588
2004,2,AL,Outros,18412,44895
2004,2,AP,Outros,1710,10202
2004,2,DF,Outros,11930,70518
2004,2,TO,Outros,22324,19893
2004,2,RJ,Outros,70895,431867
2004,2,BA,Outros,213099,180930
2004,2,AM,Outros,10063,46640
2004,3,MT,Outros,63714,67258
2004,3,TO,Outros,22474,20075
2004,3,RO,Outros,58527,23565
2004,3,RR,Outros,4881,8640
2004,3,PA,Outros,27232,71905
2004,3,SE,Outros,17088,34737
2004,3,RN,Outros,40891,56579
2004,3,CE,Outros,213213,100492
2004,3,PE,Outros,152471,127433
2004,3,AM,Outros,10124,46204
2004,3,MA,Outros,54270,49481
2004,3,RS,Outros,309474,419335
2004,3,PB,Outros,72472,46770
2004,3,ES,Outros,122872,73459
2004,3,MS,Outros,57071,70091
2004,3,GO,Outros,141164,118531
2004,3,RJ,Outros,71021,411399
2004,3,PR,Outros,367185,271528
2004,3,PI,Outros,33259,31051
2004,3,SC,Outros,227419,212391
2004,3,AL,Outros,17018,41702
2004,3,BA,Outros,214104,179779
2004,3,SP,Outros,314566,964620
2004,3,AC,Outros,10080,9586
2004,3,DF,Outros,12159,70051
2004,3,AP,Outros,2457,10318
2004,3,MG,Outros,481324,334727
2004,4,BA,Outros,214449,188967
2004,4,RS,Outros,313308,352188
2004,4,CE,Outros,206099,103864
2004,4,SE,Outros,17449,35773
2004,4,RO,Outros,59431,24884
2004,4,SP,Outros,314687,960806
2004,4,PA,Outros,29320,80899
2004,4,PR,Outros,368131,275676
2004,4,MA,Outros,55132,49675
2004,4,AM,Outros,10242,50202
2004,4,PI,Outros,33298,32933
2004,4,MG,Outros,482934,351186
2004,4,GO,Outros,141777,130291
2004,4,MT,Outros,64031,73039
2004,4,AL,Outros,16710,47473
2004,4,SC,Outros,228104,205067
2004,4,TO,Outros,22675,20738
2004,4,MS,Outros,57186,71053
2004,4,AC,Outros,10101,10355
2004,4,AP,Outros,2270,11132
2004,4,RR,Outros,4887,9772
2004,4,DF,Outros,12124,81641
2004,4,PB,Outros,73258,49335
2004,4,RJ,Outros,71470,416288
2004,4,PE,Outros,151308,134958
2004,4,ES,Outros,122816,73724
2004,4,RN,Outros,41014,60882
2004,5,MG,Outros,484897,371149
2004,5,AM,Outros,10461,49832
2004,5,PI,Outros,33390,32651
2004,5,SC,Outros,228316,202066
2004,5,RN,Outros,41175,60099
2004,5,MA,Outros,55326,51359
2004,5,AP,Outros,2312,11214
2004,5,RS,Outros,314299,305855
2004,5,AC,Outros,10122,6205
2004,5,CE,Outros,206944,102572
2004,5,AL,Outros,16787,42892
2004,5,ES,Outros,123026,74701
2004,5,TO,Outros,23062,21963
2004,5,MT,Outros,64381,71153
2004,5,RR,Outros,4955,8434
2004,5,SE,Outros,17535,33278
2004,5,PE,Outros,151277,134195
2004,5,MS,Outros,57354,70923
2004,5,BA,Outros,215191,215627
2004,5,GO,Outros,142193,142863
2004,5,DF,Outros,12149,77278
2004,5,SP,Outros,313490,914846
2004,5,PB,Outros,74039,47532
2004,5,PA,Outros,27700,76277
2004,5,RJ,Outros,70632,406271
2004,5,PR,Outros,367221,271442
2004,5,RO,Outros,60757,26045
2004,6,MS,Outros,57561,59841
2004,6,RO,Outros,61322,25584
2004,6,BA,Outros,215832,218538
2004,6,RR,Outros,5080,8857
2004,6,RN,Outros,41284,59912
2004,6,AL,Outros,16912,43342
2004,6,AP,Outros,2334,12123
2004,6,AC,Outros,10142,9480
2004,6,RS,Outros,315276,281187
2004,6,GO,Outros,142771,164867
2004,6,CE,Outros,207620,104000
2004,6,ES,Outros,123397,77673
2004,6,TO,Outros,23292,22823
2004,6,PE,Outros,151354,135294
2004,6,SE,Outros,17642,32849
2004,6,PI,Outros,33570,33616
2004,6,SP,Outros,315997,935258
2004,6,DF,Outros,12225,78253
2004,6,PA,Outros,28026,79108
2004,6,MA,Outros,56262,52748
2004,6,PB,Outros,75363,47676
2004,6,PR,Outros,369610,254009
2004,6,RJ,Outros,64791,396285
2004,6,MG,Outros,487234,394722
2004,6,SC,Outros,228926,193767
2004,6,MT,Outros,64746,71969
2004,6,AM,Outros,10485,50444
2004,7,RR,Outros,5095,7927
2004,7,RJ,Outros,65336,407037
2004,7,BA,Outros,216365,216813
2004,7,PI,Outros,33693,32652
2004,7,TO,Outros,23592,23742
2004,7,RO,Outros,61585,25304
2004,7,MA,Outros,57018,52654
2004,7,DF,Outros,12238,77231
2004,7,SC,Outros,229144,194001
2004,7,PE,Outros,151864,130737
2004,7,SP,Outros,315788,933151
2004,7,AL,Outros,16991,39974
2004,7,AP,Outros,2351,10534
2004,7,SE,Outros,17729,31376
2004,7,RS,Outros,316239,278731
2004,7,MS,Outros,57689,61740
2004,7,PB,Outros,75904,45347
2004,7,MT,Outros,64950,79701
2004,7,RN,Outros,41443,57226
2004,7,CE,Outros,209049,103537
2004,7,MG,Outros,489845,407060
2004,7,PA,Outros,28292,78027
2004,7,ES,Outros,123671,75447
2004,7,GO,Outros,143525,176441
